iter	Passed	Remaining
0	0	23
1	0	21
2	0	19
3	0	19
4	0	17
5	0	15
6	0	15
7	0	15
8	0	16
9	0	16
10	0	16
11	1	16
12	1	16
13	1	16
14	1	16
15	1	15
16	1	16
17	1	15
18	1	16
19	1	16
20	1	16
21	1	16
22	2	15
23	2	15
24	2	15
25	2	15
26	2	15
27	2	15
28	2	15
29	2	15
30	2	15
31	2	15
32	3	15
33	3	15
34	3	15
35	3	15
36	3	15
37	3	15
38	3	15
39	3	15
40	3	14
41	3	14
42	4	14
43	4	14
44	4	14
45	4	14
46	4	14
47	4	14
48	4	14
49	4	13
50	4	13
51	4	13
52	4	13
53	4	13
54	5	13
55	5	13
56	5	13
57	5	12
58	5	12
59	5	12
60	5	12
61	5	12
62	5	12
63	5	12
64	5	12
65	5	12
66	5	11
67	6	11
68	6	11
69	6	11
70	6	11
71	6	11
72	6	11
73	6	11
74	6	11
75	7	11
76	7	11
77	7	11
78	7	11
79	7	11
80	7	11
81	7	10
82	7	10
83	7	10
84	7	10
85	7	10
86	8	10
87	8	10
88	8	10
89	8	10
90	8	10
91	8	9
92	8	9
93	8	9
94	8	9
95	8	9
96	9	9
97	9	9
98	9	9
99	9	9
100	9	9
101	9	9
102	9	8
103	9	8
104	9	8
105	9	8
106	9	8
107	9	8
108	10	8
109	10	8
110	10	8
111	10	8
112	10	8
113	10	7
114	10	7
115	10	7
116	10	7
117	10	7
118	10	7
119	11	7
120	11	7
121	11	7
122	11	7
123	11	7
124	11	6
125	11	6
126	11	6
127	11	6
128	11	6
129	12	6
130	12	6
131	12	6
132	12	6
133	12	6
134	12	6
135	12	5
136	12	5
137	12	5
138	12	5
139	12	5
140	13	5
141	13	5
142	13	5
143	13	5
144	13	5
145	13	5
146	13	4
147	13	4
148	13	4
149	13	4
150	13	4
151	14	4
152	14	4
153	14	4
154	14	4
155	14	4
156	14	3
157	14	3
158	14	3
159	14	3
160	14	3
161	14	3
162	14	3
163	15	3
164	15	3
165	15	3
166	15	3
167	15	2
168	15	2
169	15	2
170	15	2
171	15	2
172	15	2
173	15	2
174	15	2
175	16	2
176	16	2
177	16	1
178	16	1
179	16	1
180	16	1
181	16	1
182	16	1
183	16	1
184	16	1
185	16	1
186	16	1
187	17	1
188	17	1
189	17	0
190	17	0
191	17	0
192	17	0
193	17	0
194	17	0
195	17	0
196	17	0
197	17	0
198	18	0
199	18	0
